plot_ID,year,LON,LAT,ECOSUBCD,ELEV,species_richness,SLOPE,STDAGE,EcM_percentage,Rs,Le,pre,tem,clay,bulk,totaln,ph,Rs_log,Le_log,EcM_percentage_square,STDAGE_square,species_richness_log,EcM_percentage_centered,EcM_percentage_sq_centered,Mycorrhizal.type
rifxigizfrgh,2001,-112.047329,41.707237,331,7520,1,54,7,50,28.74627309,18.87943482,225,12.98333351,265.7032471,107.9228363,732.6224365,65.43908691,4.84530302,4.238743671,2500,49,0,-8.274784343,68.47205593,Mixed EcM and AM
rifxigizfchd,2001,-111.482161,41.774516,331,7100,1,6,23,50,49.19848593,31.86876967,196,11.28333338,239.2011108,114.4294205,597.545166,65.90908051,5.620542013,4.994071418,2500,529,0,-8.274784343,68.47205593,Mixed EcM and AM
rifxigizfxxc,2001,-111.543142,41.736028,331,7660,1,12,62,50,48.75664786,219.7058824,211,10.8499999,202.9044952,110.4075775,674.9718628,64.50374603,5.607527036,7.779429686,2500,3844,0,-8.274784343,68.47205593,Mixed EcM and AM
rifxigizgcfh,2001,-111.604373,41.957053,331,7910,1,20,107,50,17.2041158,57.9508784,219,9.800000072,272.3589172,108.9641876,773.9041138,62.27550888,4.104681842,5.856758624,2500,11449,0,-8.274784343,68.47205593,Mixed EcM and AM
rifxigizhjfs,2001,-111.601979,41.73665,331,7520,1,45,126,50,17.5711265,362.3501728,207,11.21666654,207.8968048,112.9121857,607.2056274,65.27840424,4.135134781,8.501240772,2500,15876,0,-8.274784343,68.47205593,Mixed EcM and AM
rifxigizjjzx,2001,-111.588157,41.544191,331,6270,1,15,73,50,14.74802658,48.57493468,207,13.06666692,236.0395508,124.7074051,429.7781372,72.71633148,3.882450017,5.602140151,2500,5329,0,-8.274784343,68.47205593,Mixed EcM and AM
rifxigizzrdj,2001,-111.66673,41.734134,331,7520,1,12,69,50,88.90360975,1618.534079,212,10.78333338,238.6032257,105.4000778,756.5765381,61.75561142,6.474170093,10.66047203,2500,4761,0,-8.274784343,68.47205593,Mixed EcM and AM
rifxigizzcdr,2001,-111.542669,41.507028,331,7500,1,33,120,50,58.82261484,12.31636579,207,12.00000008,223.587738,121.0242767,555.805603,68.48212433,5.878299013,3.622504715,2500,14400,0,-8.274784343,68.47205593,Mixed EcM and AM
rifxigizzgrd,2001,-111.717375,41.412886,331,8240,1,55,34,50,30.52023523,95.34945069,229,10.13333321,249.6864319,109.6690521,807.1160889,63.03164291,4.931694177,6.575152722,2500,1156,0,-8.274784343,68.47205593,Mixed EcM and AM
righirdiccf,2001,-107.72789,43.278106,342,6050,1,0,163,50,4.917740844,11.64124475,146,15.54999995,233.772522,139.7459412,173.7372589,76.50813293,2.297995709,3.541173423,2500,26569,0,-8.274784343,68.47205593,Mixed EcM and AM
righirdigrd,2001,-109.083285,43.114464,342,4955,1,0,0,50,3.688279586,3.583043833,171,13.5999999,174.4523163,142.9751587,142.9230042,74.01541901,1.882948022,1.841185693,2500,0,0,-8.274784343,68.47205593,Mixed EcM and AM
righirdihgh,2001,-108.853574,42.793414,331,7520,1,28,18,50,92.38257092,13.81167615,182,10.44999989,213.0227814,120.3231049,352.8818054,68.95953369,6.52954879,3.787816507,2500,324,0,-8.274784343,68.47205593,Mixed EcM and AM
righirdizrzzf,2001,-107.709684,43.276794,342,5220,1,3,152,50,7.581592265,24.55193408,146,15.54999995,243.0677338,140.9479523,168.7511139,76.50813293,2.922500871,4.617764772,2500,23104,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdircj,2001,-110.946025,42.449675,331,7520,1,16,16,50,43.6797126,11.44156728,215,10.55000019,268.8705444,108.3597412,849.8067627,62.74363327,5.448891459,3.516212783,2500,256,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdirfd,2001,-110.880512,42.36677,331,6980,1,8,98,50,54.62779629,23.78715026,204,11.08333341,271.0887451,123.8137054,420.6053467,69.18663025,5.77156332,4.57211054,2500,9604,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdirgc,2001,-110.81751,42.314451,331,7800,1,33,19,50,23.32521484,11.75393211,202,9.699999809,204.9287415,115.9248962,504.185791,65.92847443,4.543818464,3.555071565,2500,361,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdirxs,2001,-110.941416,42.173183,331,7120,1,22,102,50,9.638692964,16.23683624,185,11.49999992,356.0297546,122.6027451,437.811676,72.61673737,3.268837526,4.021198644,2500,10404,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdiccj,2001,-110.62955,42.085239,342,7770,1,10,56,50,21.90008082,6.858343657,183,9.583333254,258.7261963,119.8321915,511.9776001,69.08883667,4.452864289,2.777860196,2500,3136,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdicgz,2001,-110.7182,41.998128,342,7640,1,20,60,50,20.87276495,9.624413876,177,10.34999983,249.9577789,122.4375839,356.6647034,70.28549194,4.383549818,3.266698684,2500,3600,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdichs,2001,-110.582839,42.01753,331,8400,1,35,32,50,101.0371503,16.07824454,185,9.116666754,229.5223083,118.6163177,452.0820313,68.19808197,6.658742045,4.007037993,2500,1024,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdicjd,2001,-110.771505,41.94871,342,7860,1,17,88,50,110.2569283,12.63455091,181,10.04999991,227.3627777,117.7992477,359.4189148,69.52838135,6.784725505,3.65930248,2500,7744,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdihd,2001,-110.995869,42.864847,331,6719,1,40,22,50,108.8224334,19.93032611,249,11.53333338,246.1382141,112.5209045,809.5476685,63.4381218,6.765832184,4.316893411,2500,484,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdizszgh,2001,-110.805127,42.315102,331,8200,1,35,24,50,118.0861046,78.45610892,205,8.916666667,198.7051392,113.1136322,589.6884155,63.69949341,6.8836954,6.293813881,2500,576,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdizcgfc,2001,-110.637789,42.095554,342,7760,1,8,71,50,31.79310345,12.67554992,179,10.06666656,273.4232483,122.8243561,401.3330688,69.86375427,4.990641945,3.663976433,2500,5041,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdizdzdj,2001,-110.877015,42.361539,331,7000,1,6,17,50,18.39536294,21.70088256,203,11.14999978,295.6686707,124.9888077,491.6933594,70.20024109,4.201270236,4.439681812,2500,289,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdizhjxc,2001,-111.004575,42.862501,331,6670,1,30,17,50,51.06778217,19.83337863,251,11.21666654,243.7611542,115.1278534,786.3427124,64.65493774,5.6743415,4.309858557,2500,289,0,-8.274784343,68.47205593,Mixed EcM and AM
righicdizjhjr,2001,-110.935097,42.183658,331,6960,1,22,24,50,11.70065487,8.799238198,188,11.35000014,310.7463989,122.8231354,346.7307434,71.40260315,3.548517372,3.137378627,2500,576,0,-8.274784343,68.47205593,Mixed EcM and AM
