"plot_ID","year","LON","LAT","ECOSUBCD","ELEV","species_richness","SLOPE","STDAGE","EcM_percentage","Rs","Le","pre","tem","clay","bulk","totaln","ph","Rs_log","Le_log","EcM_percentage_square","STDAGE_square","species_richness_log","EcM_percentage_centered","EcM_percentage_sq_centered","Mycorrhizal.type"
"ssscsisssscissrrgicsggx",2012,-97.352212,38.33144,"332",1550,2,2.5,31.25,0,9.06663555876068,62.3785282468218,559,21.4499999682109,378.199768066406,144.472702026367,241.968612670898,61.9982757568359,3.18056729571917,5.96297760918872,0,976.5625,1,-56.8248729492608,3229.06618569964,"AM"
"ssscsisssscissrcgicsdgr",2012,-95.8455,37.272605,"251",900,1,4.25,32,0,11.0688026461479,20.5674253867391,660,22.2166662216187,357.295257568359,141.266693115234,309.478515625,59.2445678710938,3.4684272637194,4.36228930468333,0,1024,0,-56.8248729492608,3229.06618569964,"AM"
"ssscsisssscissrcgicsdzc",2006,-95.779635,37.078221,"251",820,3,0,15,0,4.42490045186316,11.8059535260466,648,22.3666664759318,272.510375976562,140.052398681641,302.385070800781,61.5072021484375,2.14564499887499,3.56144266264995,0,225,1.58496250072116,-56.8248729492608,3229.06618569964,"AM"
"ssscsisssscissrcgicsdzc",2012,-95.7796049457584,37.078221,"251",820,3,0,15,0,4.67026478035105,18.9237680117778,648,22.3666664759318,272.510375976562,140.052398681641,302.385070800781,61.5072021484375,2.22350434575304,4.24212747482605,0,225,1.58496250072116,-56.8248729492608,3229.06618569964,"AM"
"ssscsisssscissrcjicsdgx",2012,-96.577302,38.559007,"251",1390,5,0,10,0,3.81806167082733,23.1343115947317,587,21.0500005086263,370.417449951172,138.995758056641,275.723449707031,63.7641716003418,1.93284040590534,4.53196226430524,0,100,2.32192809488736,-56.8248729492608,3229.06618569964,"AM"
"ssscsisssscissrddicsdsz",2006,-95.215018,37.713284,"251",1040,2,4,30,0,3.59302127296757,78.6208022388062,672,21.6833333969116,326.687103271484,137.731872558594,364.454681396484,63.7087936401367,1.84519747703614,6.29683917984045,0,900,1,-56.8248729492608,3229.06618569964,"AM"
"ssscsisssscissrddicsddd",2006,-95.093004,37.688077,"251",970,1,0,15,0,4.31353244628127,12.5130825105227,680,21.7500003178914,350.297332763672,138.703186035156,460.320953369141,62.4927787780762,2.10886980793384,3.64536532602505,0,225,0,-56.8248729492608,3229.06618569964,"AM"
"ssscsisssscisscsgicsdsh",2012,-95.892979,37.659346,"255",940,2,0,15,0,10.9987603175105,10.2822147194646,648,21.8666666348775,236.47868347168,136.27668762207,314.971099853516,61.0591697692871,3.45926902004029,3.36207913963855,0,225,1,-56.8248729492608,3229.06618569964,"AM"
"ssscsissssdissssjicsfsz",2001,-98.686311,37.26313,"332",1540,3,0,40,0,9.02576870887636,73.7025035279382,461,22.4833334287008,243.185241699219,146.954971313477,258.265258789062,71.1092681884766,3.1740498090365,6.2036417205306,0,1600,1.58496250072116,-56.8248729492608,3229.06618569964,"AM"
"ssscsissssdissssjicsfsz",2011,-98.6863286187545,37.26313,"332",1540,3,0,40,0,8.51910250833695,13.000968054211,461,22.4833334287008,243.185241699219,146.954971313477,258.265258789062,71.1092681884766,3.09070144982043,3.70054714544974,0,1600,1.58496250072116,-56.8248729492608,3229.06618569964,"AM"
"ssscsissssdissssjicsfsz",2012,-98.6863385919044,37.26313,"332",1540,3,0,40,0,13.000968054211,12.799415464769,461,22.4833334287008,243.185241699219,146.954971313477,258.265258789062,71.1092681884766,3.70054714544974,3.67800602032083,0,1600,1.58496250072116,-56.8248729492608,3229.06618569964,"AM"
"ssscsissssdissscxicscjc",2002,-97.424438,39.346863,"332",1370,2,0,25,0,4.36829556259678,7.5194855286386,557,21.0999997456868,339.379058837891,139.074035644531,237.269775390625,61.0485000610352,2.12707047353496,2.91063395835609,0,625,1,-56.8248729492608,3229.06618569964,"AM"
"ssscsissssdisssjjicscsj",2012,-97.831078,37.310611,"332",1280,4,0,40,0,4.77715374997439,19.8146717677782,501,22.7166668574015,256.1259765625,144.776748657227,618.985900878906,65.3563995361328,2.25615130987513,4.30849716398883,0,1600,2,-56.8248729492608,3229.06618569964,"AM"
"ssscsissssdissrfjicscdz",2012,-99.369563,39.857457,"332",2090,3,0,10,0,3.65406494154797,13.9901548992157,428,19.7833336194356,319.372650146484,140.038955688477,228.392364501953,70.2317428588867,1.86950227436404,3.80634003102071,0,100,1.58496250072116,-56.8248729492608,3229.06618569964,"AM"
"ssscrissssrisssxgissscx",2007,-83.492875,36.866442,"221",1680,1,5,15,0,16.6008795676813,63.4409924931573,653,18.6833333969116,198.612213134766,113.080543518066,429.116790771484,50.2701377868652,4.05318777708094,5.98734343613348,0,225,0,-56.8248729492608,3229.06618569964,"AM"
"ssscrissssdisssrdisssrf",2005,-83.725953,36.59299,"221",1250,1,52,12,0,24.0648666209438,145.3071054926,632,19.8833332061768,230,128,420,55,4.58885652210304,7.1829614420111,0,144,0,-56.8248729492608,3229.06618569964,"AM"
"ssscrissssdisssrdisssrf",2007,-83.7259747890119,36.59299,"221",1250,1,52,12,0,36.2595996954199,420.611356466949,632,19.8833332061768,230,128,420,55,5.18029109275982,8.7163439930003,0,144,0,-56.8248729492608,3229.06618569964,"AM"
"ssscrissssdissscgisssgc",2005,-83.226815,37.528846,"221",1350,3,3,25,0,84.9252499672556,205.541900031714,619,19.25,224.317642211914,120.186325073242,451.120147705078,54.1795997619629,6.40812165439736,7.6832887092595,0,625,1.58496250072116,-56.8248729492608,3229.06618569964,"AM"
"ssscrissssdissscgisssgc",2007,-83.2268829658222,37.528846,"221",1350,3,3,25,0,26.5053622773663,469.476949070628,619,19.25,224.317642211914,120.186325073242,451.120147705078,54.1795997619629,4.72821235450155,8.87491051426104,0,625,1.58496250072116,-56.8248729492608,3229.06618569964,"AM"
